VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,tag_heating_issue,tag_electrical_issue,tag_cosmetic_issue,tag_safety_system_issue,tag_software_issue,tag_mechanical_issue,tag_material_failure
3Hrs9Eed0Lh255650,13025,"Steering Wheel Spoke Cover, Per Goodwill Assistance, Customer Has A Deductible Of $86.45",Customer States The Steering Wheel Bezel Is Peeling.,2024-01-12,Applique Asm-Strg Whl Tr Spoke Cvr *Vulcan,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Sil,Mx,Nextgen Motors,Valdosta,13-26192/159183,Libertyride Auto,Valdosta,Ga,1,316026802,47,59192,0,0-0890,Lgmxt05.3386,Us,48,Fe9,Ftb,50,Freg_Pol,214.4,214.4,78.0,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mqb,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",812040194,A2200220Hgux2088,287827.0,S2200210Bkjx2982,2809182089,8,1,Y,Tf10543,1500,10.0,0,1,0,0,1,1,0,0,1
1Hks2Jkr2Nr336997,13073,Replaced Steering Wheel No Further Action Required.,Customer States Steering Wheels Stiching Coming Apart,2024-01-12,Wheel Asm-Strg *Very Dark At,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ygf,Arl,Us,Liberty Drive,Miami,13-26329/312777,Highlander Car Sales,Homestead,Fl,1,330341829,18,32616,0,0-0890,T03.0353,Us,48,Fe9,Ftb,130,Freg,454.63,454.63,73.62,Lm2,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V",Mqc,"Byt 10 Spd, 10L80, Atss, Etrs, Cpa, Gen 2",70628511,V2222922Cvcx0009,287827.0,S1222471Cnjx0228,2821704292,8,1,N,Tf10906,1500,10.0,0,1,0,0,0,0,0,0,1
1Hcfdeed3Sz308171,13037,Replaced Steering Wheel,Wrap On The Steeering Wheel Is Peeling ***Need Pra Done By Management****,2024-01-12,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Ftw,Us,Dreamcars Auto,Grand Forks,13-04703/111708,Horizonview Auto,Grand Forks,Nd,1,582016720,4,8678,0,0-0312,T05.3386,Us,13,Fe9,Ftb,130,Freg,456.98,456.98,69.06,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",2127157,T2212491Mf1X0970,17749294.0,R2210822Ckjx0278,2820422129,4,1,Y,Cf10543,1500,10.0,0,1,0,0,1,0,0,0,1
1Hyknhrs1Lz157005,13025,Replace Steering Wheel Switch Trim (Sop Part Before Warranty Expiratio N),C/S Carbon Fiber Applique On Steering Wheel Is Peeling Off. Sop In,2024-01-12,Cover-Strg Whl Spoke *Hi Gloss V-C,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1Ul,Sht,Us,Legacy Vehicle Sales,Clearwater,12-21098/169196,Rapidroad Motors,Pinellas Park,Fl,1,337812655,50,56575,0,0-0312,Lgmxt03.6151,Us,12,Fe9,Ftb,50,Freg_Pol,695.8,695.8,57.26,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",37749264,W2291470Hybx0492,822972980.0,22291280Kkbp2422,2809272972,4,1,Y,6Nj26,Sport,37.0,0,1,0,0,1,0,0,0,0
1Hrffhel8Rz133325,13048,"Tech Was Able To Verify Customers Concern Of Heated Steering Wheel Inop. Tech Checked Connection To Thesteeringwheelandfoundheating Steering Wheel Has Internal Malfunction At Harness(Broken), Ordered/Installed New Sterring Wheel, Oad",Cust Sts The Heated Steering Wheel Will Turn On At Times And The Turn Off On Its Own And Not Work. Most Of The Timethewheelwillnotturn On And Work,2024-01-15,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Os2,Ca,Horizon Drive Motors,Westville,13-15262/161175,Silverstone Auto,Westville,Nj,1,80931325,1,583,0,0-0890,T05.3330,Us,13,Ne1,Fug,130,Freg,592.1,1006.1,165.58,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2212844Mgsx2298,17749294.0,R2212792Ckjx2218,2809440924,14,1,Y,Cf10543,1500,15.0,0,1,1,0,0,0,0,0,0
1Hcfyeed6Nz182017,13040,0130 Labor 0.4 -Removed And Replaced Steering Wheel With Correct Unit. Verified Operation.,Trim Or Moulding Diagnosis Trim Or Moulding Diagnosis - C/S: Customer Request Ed To Install Correct Steering Wheel Per Sop - Prevro 6012971,2024-01-15,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Ftw,Us,Summit Car Trading,Castle Rock,13-36101/314339,Crowncar Dealership,Castle Rock,Co,1,801041922,23,24983,0,0-0312,T05.3386,Us,13,Fe9,Ftb,130,Freg,299.77,299.77,91.4,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mqe,"Byt 8 Spd, 8L90, Atss, Cpa, Gen 1",249196973,K2220222Jw9X1892,8042172.0,B2220222Xnlx9720,2809401941,6,1,N,Cf18543,1500,10.0,0,1,0,0,0,0,0,0,0
1Hcfdeed5Sz117691,13025,"Per Last Repair Order, Replaced Steering Wheel. Pra#493156300000",Install Sop. Customer States Stitching On Steering Wheel Is Coming Apart,2024-01-15,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Ftw,Us,Oakwood Motors,Bolingbrook,13-11298/227245,Northstar Wheels,Bolingbrook,Il,1,604403522,12,24925,0,0-0890,T05.3386,Us,13,Unknown,Ftb,130,Freg,432.68,432.68,113.09,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",2127157,T1222871Mf1X0294,17749294.0,R2222892Ckjx0778,2809189012,4,1,N,Cf10543,1500,10.0,0,1,0,0,0,0,0,0,1
3Hnkbhrs8Ss220860,13029,Tech Duplicated C-C. Found There To Be A Defect In The Leather Wrap On The Top Of The Steering Wheel. Recommend Replacing Steeringwheel To Fix Concern. Tech Replaced Steering Wheel.,-C/C Back Of The Steering Wheel Has A Bump That Catches The Hand Whene Ver You Steer The Wheel - Parts In Sor M19630,2024-01-15,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Uc,Ram,Mx,Premiumauto Traders,Summerside,14-87095/121126,Urbanpeak Auto,Summerside,Pe,1,C1N4T8,7,12782,0,0-0890,T03.6151,Ca,14,Fe9,Ftb,130,Freg,249.69,321.43,61.57,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3V,"Byt 9 Spd, 9T65, Gen 1",37749264,W2212292Jdrx0490,822972980.0,22212299Ckbp2994,2809172799,4,1,N,1Nr26,2Lt,16.0,0,1,0,0,0,0,0,0,1
1Hr49Se7Xrf103023,13026,"Inspected Steering Wheel, Found Leather Peeling At Bottom Ofsteering Wheel Due To Failed Adhesive, Replaced Steering Wheel",Cust States Steering Wheel Materuial Delamination At Bottom,2024-01-15,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgh,Flt,Us,Urbandrive Sales,West Chester,13-18721/318683,Redwood Car Traders,Bridgeton,Nj,1,83021210,10,29910,0,0-0890,D06.6230,Us,48,Ne1,Fum,130,Freg,487.54,487.54,71.41,L8T,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",Mkm,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",2127157,T2210924Mgux2424,8042172.0,Y0210881Msfx0080,2809417819,4,1,Y,Tf20743,2500,10.0,0,1,0,0,1,0,0,0,1
3Hrffee82Rh175165,13029,Replace Steering Wheel Assembly Check Operation Ok Pra # 496439500000,"Customer States Steering Wheel Does Not Heat, Button Pushed And Turns Off Immediately, Parts Ordered.",2024-01-16,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Sil,Mx,Nova Car Dealership,Roseville,11-44425/117433,Metrodrive Auto Sales,Mankato,Mn,1,560015400,2,1996,0,0-0310,T03.0354,Us,48,Fe9,Ftb,130,Freg,511.39,511.39,72.57,Lz0,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",Mqc,"Byt 10 Spd, 10L80, Atss, Etrs, Cpa, Gen 2",70628511,V2212994M8Ux0120,287827.0,S1211071Cnjx2104,2809889290,4,1,N,Tf10743,1500,10.0,0,1,1,0,0,0,0,0,0
3Hcnd9Ed5Sh144160,13027,Replaced Steering Wheel.,Steering Wheel Strings Loose .,2024-01-16,Wheel Asm-Strg *Very Dark At,Steering Wheel Replacement,Full-Size Trucks,Single Cab,T1Rcf,Sil,Mx,Citywide Motors,Kuwait City,72-32325/122620,Blueridge Motors,Kuwait City,Unknown,4,Unknown,4,4421,0,0-0312,Unknown,Kw,72,Unknown,Ftb,130,Freg,297.03,297.03,20.0,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",812040194,A2221281Mf1X2447,287827.0,S2221212Ckjx0718,2809421088,4,1,N,Cf10703,1500,15.0,0,4,0,0,0,0,0,1,0
1Hykssrl1Rz101481,13039,Removed And Replaced Steering Wheel,Customer States The Steering Wheel Is Bubbling On Inside Lef T Side,2024-01-16,Wheel Asm-Strg *Backen Blackk,Steering Wheel Replacement,Bev,4 Door Utility,L233,Sht,Us,Grandview Autos,Smithtown,13-02015/169651,Swiftroad Car Sales,Bay Shore,Ny,1,117061211,7,7199,0,0-0312,J00.0017,Us,12,Ne1,Ff6,130,Freg,737.49,737.49,84.22,En0,None,Mf1,None,Unknown,Unknown,8042172.0,Unknown,2809907807,16,1,Y,6Mb26,Tech-2,10.0,0,1,0,0,0,0,0,0,0
1Hr49Rey4Sf251024,13029,Inspected And Confirmed Steering Wheel Leather Coming Apart. Submitted Pra And Was Approved. Necessary To Remove Andreplacesteeringwheel Pra# 495602900000,C/S: Cust States Leater At The Bottom Of The Steering Wheele Is Coming Apart Please See History For Approved Pra Onpreviousropra#495602900000,2024-01-16,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgh,Flt,Us,Automax Traders,Jacksonville,11-29473/309845,Vanguard Auto Group,Saint Augustine,Fl,1,320864239,10,22629,0,0-0310,D06.6385,Us,48,Fe9,Ftb,130,Freg,521.02,521.02,90.02,L5P,"Diesel, 8 Cyl, 6.6L, Di, V8, Turbo, Duramax, Gen 5 Var. 1",Mgm,"Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",79253428,R2210481Mrax0489,8042172.0,Y0222780Mkfx0277,2809880890,8,1,N,Tf20743,2500,18.0,0,1,0,0,0,0,0,0,1
3Hcfdfed5Sh364828,13030,Removed And Replaced Heated Steering Wheel Module. Clear Codes Recheck Ok. Heated Steering Wheel Now Operating As Designed.2400---------.6 Diag------------1.0,Customer States Steering Heating Button Turns Off After 1 Minute And Cannot Be Turn Back On - Check And Advise,2024-01-16,Unknown,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Sil,Mx,Horizon Auto Sales,Ventura,13-20488/318645,Ironclad Wheels,Ventura,Ca,1,930038585,1,697,0,0-0890,T05.3386,Us,13,Yf5,Fuc,2400,Freg,330.16,468.16,330.16,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",812040194,A2212791Mf1X2247,287827.0,S1212242Ckjx0982,2809782877,2,1,N,Cf10543,1500,18.0,0,1,1,1,0,0,1,0,0
2Hc4Ysey1S1701193,13030,Replaced Heated Steering Wheel Module. Verified Proper Operation,Customer States Heated Steering Wheel Inop Sop Here,2024-01-16,Module Asm-Strg Whl Ht Cont,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1Cch,Os2,Ca,Liberty Lane Motors,Cottondale,13-08499/193576,Legacyauto Traders,Cottondale,Al,1,354534327,12,26487,0,0-0890,D06.6385,Us,13,Unknown,Ftb,2400,Freg,227.2,227.2,131.06,L5P,"Diesel, 8 Cyl, 6.6L, Di, V8, Turbo, Duramax, Gen 5 Var. 1",Mgm,"Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",79253428,R1222721Mrax0207,8042172.0,Y0222910Mkfx0172,2809784288,2,1,N,Cf20743,2500,23.0,0,1,1,1,0,0,0,0,0
1Hks2Jkl9Mr285352,13030,Wheel Coming Apart At Stitching. Replace Steering Wheel 0130 0.4 Pr A Attach #483410100000,Customer States That The Steering Wheel Cover Is Coming Apart.,2024-01-17,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ygf,Arl,Us,Redline Autos,Signal Hill,11-46346/118677,Crystalpeak Motors,Signal Hill,Ca,1,907551909,35,28635,0,0-0890,T06.2375,Us,48,Yf5,Fuf,130,Freg,519.97,519.97,86.57,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mqc,"Byt 10 Spd, 10R80, Atss, Etrs, Cpa, Gen 2",249196973,K2220292Cu8X1719,287827.0,S2220492Cfjx2190,2809782194,4,1,N,Tf10906,1500,10.0,0,1,0,0,0,0,0,0,1
1Hnskrkd0Rr120386,13030,"Accessed, Removed And Replaced The Steering Wheel With All Other Related New Seals Gaskets And/Or Non-Reusable Hardware Andreinstalled All Components Removed For Repairs In The Reverse Order Of Removal. The System Is Now Operating As Designed.,0130",Steering Wheel Damaged In Transit - Tear/Rip On Right Hand Side Above Hand Controls For Dic - Reference Pdi Ro Where Damage Wascaught Ro Is 567382,2024-01-17,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ucf,Arl,Us,Velocity Car Sales,Saint Cloud,13-04248/111492,Redrock Auto Co.,Saint Cloud,Mn,1,563013832,0,3,0,0-0890,T05.3386,Us,13,Fe9,Ftb,130,Freg,411.41,411.41,62.06,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2211181Mf1X0909,287827.0,S2211222Ckjx2978,2809712980,6,1,Y,Cf10706,1500,10.0,0,1,0,0,0,0,0,0,0
1Hcfdeer5Nz580922,13026,Tech 573 Replaced Heated Steering Wheel Module,Heated Steering Wheel Inop,2024-01-17,Module Asm-Strg Whl Ht Cont,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Ftw,Us,Elitecar Dealership,Cranbrook,14-82077/120490,Prestigecar Sales,Cranbrook,Bc,1,V1C3T1,10,35617,0,0-0310,Unknown,Ca,14,Fe9,Ftb,2400,Freg,270.52,284.04,206.58,Lm2,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V",Mqc,"Byt 10 Spd, 10L80, Atss, Etrs, Cpa, Gen 2",70628511,V2222782Cvcx0429,17749294.0,R2222781Cnjx0092,2809492491,2,1,N,Cf10543,1500,16.0,0,1,1,1,0,0,0,0,0
1Hrs9Eed3Mz313803,13035,Tested And Verified Heated Steering Wheel Inop. Light Turns On But Whe El Will Not Get Warm. Checked For Codes- No Codes. Checkedfor Bulleti Ns - None Related. Tested As Per Si Diagnosis - Internal Heating Eleme Nt Has Failed. Will Need To Replace Steeringwheel. Submitted Pra And Got Approval For Wheel Replacement. Replaced Steering Wheel And Tested - All Ok. Pra Auth Code-496425100000 Loc 0130 (Base+Diag),Inspect And Advise........Heated Steering Wheel Is Non-Opp.,2024-01-18,Wheel Asm-Strg *Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Ftw,Us,Silvercrest Autos,Surrey,14-81004/234107,Titandrive Motors,Abbotsford,Bc,1,V2T5M1,32,45624,0,0-0310,T05.3386,Ca,14,Fe9,Ftb,130,Freg,423.92,445.12,74.2,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mqb,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",2127157,T2222012Cu7X2279,17749294.0,R2222042Bkjx0249,2820049088,6,1,N,Tf10543,1500,10.0,0,1,1,0,0,0,1,0,0
2Hcfdeed4R1147650,13030,"Removed Air Bag, Replaced Steering Wheel, Reinstalled Airbag. No Further Action Required","Customer States The Steering Wheel Is Peeling, Reference Previous Repair Order 6140479, Manager Submitted For Preauthorization And Received Approval Code 493245700000",2024-01-18,Wheel Asm-Strg *Very Dark At,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Os2,Ca,Metroauto Traders,Stillwater,13-05361/112424,Dreamcar Auto Sales,Stillwater,Ok,1,740741552,3,4566,0,0-0890,T05.3330,Us,13,Fe9,Ftb,130,Freg,500.38,500.38,74.99,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2212844Mgsx0749,17749294.0,R2212822Ckjx0791,2809788409,4,1,Y,Cf10543,1500,34.0,0,1,0,0,1,1,1,0,0
1Hr49Xey0Rf190021,13028,Necessary To Replace Steering Wheel Spoke Cover And Retest. Ok,Steering Wheel Trim As Per Last Repair Order,2024-01-18,Applique Asm-Strg Whl Tr Spoke Cvr *Jet Black,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1Cgh,Flt,Us,Riverside Motors,Lake Charles,48-51076/308210,Summitstar Motors,Lake Charles,La,1,706073232,5,10261,0,0-0890,D06.6385,Us,48,Fe9,Ftb,50,Freg,315.63,403.63,86.79,L5P,"Diesel, 8 Cyl, 6.6L, Di, V8, Turbo, Duramax, Gen 5 Var. 1",Mgm,"Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",79253428,R4212824Jfhx0082,8042172.0,Y0212221Mkfx0187,2809929908,2,1,N,Tf20743,2500,18.0,1,1,0,0,0,0,0,0,1
1Hr19Sey5Rf265525,13054,"Diagnosis Of Open Circuit Inside Wheel. Replace Steering Wheel ( 0130 .3+ .4= .7 Hrs ),Steering Wheel Replacement Gm Preauth# 498654000000","Check And Report Steering Wheel Only Stays Luke Warm, And Doesnt Work After 5 Min Or So-It Won'T Turn On",2024-01-19,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgh,Flt,Us,Sterling Auto Group,Winnipeg,14-95298/171152,Velocityedge Auto,Mississauga,On,1,L4W2M7,1,9021,0,0-0310,D06.6375,Ca,14,Fe9,Ftb,130,Freg,405.29,457.98,83.26,L5P,"Diesel, 8 Cyl, 6.6L, Di, V8, Turbo, Duramax, Gen 5 Var. 1",Mgm,"Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",79253428,R2212894Jfhx0788,8042172.0,Y0212891Mkfx2099,2822999949,4,1,N,Tf20743,2500,23.0,0,1,1,1,0,0,0,0,0
1Hcfyeel0Nz210174,13056,Remove And Replace Steering Wheel Due To Leather Defect.,Steering Wheel Leather Is Loose On Bottom,2024-01-20,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Ftw,Us,Sapphire Auto Sales,Grand Rapids,13-44044/115181,Truepeak Motors,Grand Rapids,Mi,1,495121613,23,35452,0,0-0316,T06.2375,Us,13,Fe9,Ftb,130,Freg,259.93,787.93,66.47,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mqb,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",2127157,T2220122Jw4X0820,17749294.0,R2220182Xkjx0922,2820898281,6,1,Y,Cf18543,1500,37.0,0,1,0,0,0,0,0,1,1
1Hcfdeed0Nz543303,13030,Removed And Replaced Steering Wheel Assembly.,C/S: Client States Steering Wheel Pulling Apart Install Sopsteering Wheel Pre Auth In History,2024-01-22,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Ftw,Us,Powerdrive Motors,New Castle,13-15248/260637,Sterling Auto Traders,New Castle,De,1,197203125,15,35201,0,0-0312,T05.3386,Us,13,Ne1,Fuc,130,Freg,514.0,514.0,77.1,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2222122Jw9X0288,17749294.0,R2220972Ckjx0987,2809777780,4,1,N,Cf10543,1500,15.0,0,1,0,0,0,0,0,0,0
1Hcryded2Nz208869,13037,Test Drove And Confirmed Customer Complaint Brought In Scanned And Che Cked Bulletins Require More Time To Remove Air Bag Andlookat Steerin G Wheel Auth C. J. 1327 Jan 23 2023 St Approx 1.0 Disabled Srs System Removed Air Bag And Steering Wheel Foundsteeringwheel Is Off Center Repaired Splines In Order To Get Steering Wheel Lined Up Lined Steerin G Wheel Up With Where Steeringwheel Iskeyed Put Back On Torqued To S Pecification Put Air Bag Back Test Drove And Confirmed Steering Wheel Is Now Strait Not Asstraiton Some Roads Depending On Road Crown,"Customer Reports After Heated Steering Wheel Retrofit, Steering Wheel Is Off Centre Now. Check And Advise / /",2024-01-23,Unknown,Steering Wheel Replacement,Full-Size Trucks,Extended Cab,T1Ecf,Ftw,Us,Summit Ridge Autos,Kelowna,14-81160/292281,Novacar Sales,Kelowna,Bc,1,V1X4H8,23,26802,0,0-0315,T05.3386,Ca,14,Fe9,Ftb,130,Freg,121.88,127.98,127.98,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mqe,"Byt 8 Spd, 8L90, Atss, Cpa, Gen 1",2127157,T2220422Jw9X0999,8042172.0,C2241802Xnlx0099,2809889909,6,1,Y,Cf18753,1500,18.0,0,1,1,0,0,0,0,0,0
