VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,tag_heating_issue,tag_electrical_issue,tag_cosmetic_issue,tag_safety_system_issue,tag_software_issue,tag_mechanical_issue,tag_material_failure
5Haerbkw0Lj197079,13033,Replaced Steering Wheel,C.S Steering Wheel Stitching Seems To Be Coming Apart On Top Right Han D Corner,2024-01-23,Wheel Asm-Strg *Black,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Yb,Del,Us,Golden Peak Motors,Houston,11-45870/322530,Crestline Auto Co.,Houston,Tx,1,770653605,49,39870,0,0-0890,Lgmxt03.6151,Us,11,Fe9,Ftb,130,Freg_Pol,200.0,200.0,68.86,Lfy,"Gas, 6 Cyl, V6, 3.6L, Sidi, Dohc, Atss, Gen 1+",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",K,291800792,8042172.0,22291809Fkby0282,2809912981,6,1,Y,4Nb56,Essence,10.0,0,1,0,0,0,0,0,0,1
1Hyksdrs0Sz164445,13033,Pre Approval Number 496720400000 Heated Steering Wheel Light Not Worki Ng Trace To Faulty Light In Switch Replace Steering Wheel.,Customer States Installed Steering Wheel,2024-01-24,Wheel Asm-Strg *Black,Steering Wheel Replacement,Global Crossover Vehicles,4 Door Utility,C1Tl,Sht,Us,Crown Auto Sales,Wilmington,12-22145/119070,Goldengate Motors,Wilmington,De,1,198064018,9,9090,0,0-0310,T03.6151,Us,12,Ne1,Fuc,130,Freg,1712.85,1712.85,81.85,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",37749264,W2222842Mstx0042,822972980.0,22221282Skbp2184,2809970894,6,1,N,6Nw26,Premium Luxury,10.0,0,1,1,0,0,0,0,0,0
1H1Jd5Sb0L4142407,13039,Replace Steering Wheel Sop Ordered On Ro 412613,Cs The Steering Wheel Is Pealing And Separating-Install Sop Refer To Ro 412613,2024-01-25,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Global Gamma Vehicles,4 Door Sedan,G1Sc,Ori,Us,Highlander Auto Sales,West Mifflin,13-13143/113496,Luxeline Auto,West Mifflin,Pa,1,151222555,39,9109,0,0-0890,Lgmxv01.4099,Us,13,Ne1,Fub,130,Freg_Pol,412.41,412.41,62.4,Luv,"Gas, 4 Cyl, 1.4L, Mfi, Dohc, Turbo, Vvt, Alum, Gme E85 Max",Mh8,"Byt 6 Spd, Hmd, X23F",5,0292F0482,249299971.0,928Zgwk0222A0928,2820019979,8,1,Y,1Jv69,Lt(Automatic),10.0,0,1,0,0,0,0,0,0,0
1Hykn9Rs3Nz156257,13034,"Steering Wheel Cover Replacement Part In Backorder, Order Control 36683082",Steering Wheel Molding Came Off,2024-01-25,Cover-Strg Whl Spoke *Hi Gloss V-C,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1Ul,Sht,Us,Classic Car Traders,Queretaro Queretaro,23-05528/211854,Riverstone Car Sales,Leon,Gj,1,37120,13,29915,0,0-0890,Dummi,Mx,23,Fe9,Ftb,50,Freg,828.34,960.87,22.93,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",37749264,W2220922Jdrx0189,822972980.0,22220842Skbp2444,2820029101,4,1,Y,6Nj26,Export Only,10.0,0,1,0,0,0,0,0,0,1
1Hrs9Eed9Mz268771,13037,Replaced Steering Wheel Assembly. Customer To Pay Warranty Deductible,"C/S The Steering Wheel Is Peeling In Some Areas. Customer Request Assi Stance To Replace Steering Wheel. Approved, Sop Here",2024-01-25,Wheel Asm-Strg *Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Ftw,Us,Truedrive Motors,Tampa,11-40142/318112,Primeedge Motors,Clearwater,Fl,1,337646513,35,80805,0,0-0312,T05.3386,Us,48,Fe9,Ftb,130,Freg_Pol,143.68,143.68,70.76,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mqb,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",2127157,T2220982Cu7X0748,17749294.0,R2220912Bkjx0288,2809914920,8,1,Y,Tf10543,1500,10.0,0,1,0,0,1,0,0,0,0
1Hks2Jkl7Sr422793,13033,Replaced Steering Wheel,"Cust States The Stitching On Steering Wheel Is Loose, Please Check And Advise.",2024-01-26,Wheel Asm-Strg *Fawn,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ygf,Arl,Us,Blackstone Auto Co.,Taylor,11-88570/298121,Platinum Peak Auto,Taylor,Mi,1,481804639,5,12323,0,0-0310,T06.2375,Us,48,Fe9,Ftb,130,Freg,963.92,963.92,56.55,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",830107152,N2212971Mfyx0212,287827.0,S2212922Ckjx2091,2820007922,4,1,N,Tf10906,1500,21.0,0,1,0,0,0,0,0,1,1
1Hyknhrs5Nz163005,13034,Replaced Cover,Customer State Bezel On Steering Wheel Is Coming Apart. Part Ordered A Nd In Stock For Install,2024-01-26,Cover-Strg Whl Spoke *Hi Gloss V-C,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1Ul,Sht,Us,Platinum Wheelers,Fairfield,12-20802/117233,Silverridge Motors,Fairfield,Oh,1,450144205,16,26760,0,0-0890,T03.6151,Us,12,Fe9,Ftb,50,Freg,697.51,697.51,65.86,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",37749264,W2220982Jdrx0999,822972980.0,22220922Skbp2889,2820229149,2,1,N,6Nj26,Sport,15.0,0,1,0,0,0,0,0,0,1
3Hcfyhed7Nh206711,13034,"Replaced Steering Wheel And Retested Operation, Verified All Steering Wheel Switches Operating As Intended. 19547-19550 Mt","Customer States That The Cruise Control Is Not Working, Customer States That They Will Enable The Cruise Control Using The Buttonbut The Vehicle Will Not Hold The Speed. Please Advise Ok Part Warranty Refer To Previous Repair Order 27724 1.16.24 @ 19373 Miles.Ok Replacement Of Complete Steering Wheel Vs. Switch Only Replacement To Ensure Integrity Of Repair Mike A. 1.26.24 @ 11:04 Am Prasubmitted And Apporved For Replacement Of Steering Wheel Pra # 496887800000 Mike A. 1.26.24 @ 11:48 Am Ok R Authorization Forrepeat Repair, Part Concern No Tech Error Mike A.",2024-01-26,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Sil,Mx,Primeauto Dealership,Escondido,13-20322/114691,Westbay Auto Traders,Temecula,Ca,1,925914602,21,31458,0,0-0310,T05.3386,Us,13,Yf5,Fuc,130,Freg,250.47,250.47,77.69,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mqe,"Byt 8 Spd, 8L90, Atss, Cpa, Gen 1",812040194,A2220292Jw9X2202,828298448.0,S2220212Xnl20712,2820202794,4,1,N,Cf18543,1500,10.0,0,1,0,0,0,1,0,0,0
1H1Fw6S02N4102661,13054,Replace Heated Steering Module,Heated Volan Devarque By Itself Intermittent Customer Must Return Them,2024-01-26,Module Asm-Strg Whl Ht Cont,Heated Steering Wheel Module Replacement,Global Gamma,4 Door Sedan,C110,Ori,Us,Blue Ridge Motors,Trois-Rivieres,14-86590/120963,Sunsetdrive Motors,Berthierville,Pq,1,J0K1A0,31,59355,0,0-0621,V00.0002,Ca,14,Fe9,Ft7,2400,Freg,108.35,124.57,102.14,En0,None,Mmf,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",Unknown,Unknown,8042172.0,Unknown,2822027490,2,1,N,1Fb48,1Lt,10.0,0,1,1,1,0,0,0,0,0
1Hyfzfr46Sf102560,13034,"Installed Steering Wheel From Last Visit, Tested All Functions, Everything Is Fine Now",#Update#Customer States Vehicle'S Steering Wheel Was Smoking Out Of Theright Side Of Wheel And After Steering Wheel Heater Was Shutoff Smoking Stopped. Please Check And Advise.C/S: Sop Install Parts Here Per Drew H. - History Ro 431014 - Steering Wheel -Customerto See Rob C.,2024-01-26,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Global Epsilon Ii,4 Door Utility,E2Ul,Fai,Us,Crestview Auto Sales,Reno,11-47777/319306,Eaglewing Auto Sales,Reno,Nv,1,895022018,16,24304,0,0-0310,T02.0500,Us,12,Unknown,Fug,130,Freg,394.32,394.32,201.15,Lsy,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3",M3H,"Byt 9 Spd, 9T50, Etrs Gen 1",830107152,N2222722Juhx0782,822972980.0,22222412Irbp0492,2820282072,6,1,Y,6Ze26,Sport,10.0,0,1,1,0,0,0,1,0,0
1H1Fz6S01N4111553,13043,Diagnose Heated Steering Wheel Does Not Get Warm With No Codes Setting . Test And Found Button Lights When Depressed And Goes Offright Away. Verify Fuse F26Da Is Getting Power. Remove Airbag Assembly And Verify Power To Heated Steering Module. Dissasemlbeand Test Circuits For St Eering Wheel Heater And Found Heater Circuit Open. Reassemble And Orde R New Steering Wheel Assembly.Install New Steering Wheel At 2Nd Visit And Verify Proper Operation.,Customer States Heated Steering Wheel Is Not Working,2024-01-26,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Global Gamma,4 Door Sedan,C121,Ori,Us,Northstar Motors,Lancaster,13-15446/292145,Roadking Car Traders,Lancaster,Pa,1,176010000,17,40734,0,0-0890,V00.0002,Us,13,Ne1,Unknown,130,Freg,579.72,603.59,191.16,En0,None,Mmf,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",Unknown,Unknown,8042172.0,Unknown,2820027898,6,1,Y,1Fg48,Premier,10.0,0,1,1,1,0,1,1,0,0
1H1Fz6S08N4104213,13081,"C-S Super Cruise Inop. Verified Super Cruise Is Inop. Scan Dtc'S. B290 A Flow Chart Doc Id #4862361 - Verified No Other Dtc'S Setinactive S Afety Control Module, And Has Communication. Cleared Dtc. Dtc B290A Re Sets. Replace Steering Wheel. Clear Dtc Testdrove.No Dtcs Setting At This Time. Cruise Is Working. Not In An Area For Supercruise. Diagnos Is On Ro 142670",Customer States Supercruise Does Not Work. Diagnose And Advise.,2024-01-27,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Global Gamma,4 Door Sedan,C121,Ori,Us,Titan Auto Traders,Villa Park,13-11109/172215,Novadrive Motors,Villa Park,Il,1,601813509,19,24507,0,0-0310,V00.0002,Us,13,Fe9,Ft7,130,Freg,1655.49,1656.85,151.92,En0,None,Mmf,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",Unknown,Unknown,8042172.0,Unknown,2822884894,6,1,Y,1Fg48,Premier,10.0,1,1,1,1,0,1,0,0,0
1Hc4Ysey6Sf164779,13042,0130/0.4/0.3 Total/0.7 Replace Steering.Wontheat Up,Ck Heated Steering Wheel Inop,2024-01-29,Wheel Asm-Strg *Very Dark At,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cch,Flt,Us,Eclipse Wheels,Simi Valley,13-20701/295507,Grandview Auto Sales,Simi Valley,Ca,1,930651930,14,16932,0,0-0310,D06.6385,Us,13,Unknown,Unknown,130,Freg,513.95,513.95,158.65,L5P,"Diesel, 8 Cyl, 6.6L, Di, V8, Turbo, Duramax, Gen 5 Var. 1",Mgm,"Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",79253428,R2222881Mrax0788,8042172.0,Y0222790Mkfx0888,2820991444,6,1,Y,Cf20743,2500,23.0,0,1,1,0,0,0,0,0,0
3Hnkbkrsxss106498,13035,"1Replaced Steering Wheel, All Ok",Customer Complaint Steering Wheel Has Buble Under Leather,2024-01-29,"Wheel,Strg *Jet Black",Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Uc,Ram,Mx,Grand Street Motors,Timmins,14-96214/169118,Apexstreet Auto,Kapuskasing,On,1,P5N2X2,4,5248,0,0-0890,T03.6151,Ca,14,Unknown,Ftb,130,Freg,320.96,362.69,40.15,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3V,"Byt 9 Spd, 9T65, Gen 1",37749264,W2222182Jdrx0921,822972980.0,22222929Ckbp0192,2820228982,4,1,N,1Ns26,Rs,10.0,0,1,0,0,0,0,0,0,1
1H1Ff1R79N0134651,13034,Replaced Steering Wheel For Cover Being Loose Inside.,C/S Steering Wheel Cover Loose And Moving.,2024-01-29,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Alpha,2 Door Coupe,A1Bc,Lgr,Us,Pioneer Car Sales,New Smyrna Beach,13-29801/267093,Urbanshore Motors,Sanford,Fl,1,327717435,18,16169,0,0-0310,V06.2090,Us,13,Fe9,Ftb,130,Freg,687.11,687.11,244.54,Lt1,"Gas, 8 Cyl, 6.2L, Di, Afm, Vvt, Ho, Alum, Gmna",Mi2,"Byt 10 Spd, 10L80, Grx, Var 1, Gen 1",249196973,K2222972Jwnx0182,17749294.0,R22229222Hjx0489,2820244727,4,1,N,1Aj37,1Ss(Automatic),10.0,0,1,0,0,0,0,0,1,1
1Hys4Rkl3Sr469754,13048,Diagnose And Report Rear Wipers Inop Test And Found Dtcs U1134U0131U1615B19F2 U1103 U1132 Check Lin Bus Value Fixed At 6 Voltsnottoggling --Remove Rear Panels And Disconnect Rear 3 Row Seat Not Working And Rear Wiper Still Has Lin Bus Issue ---Recheckvoltagestill Stuck At 6 Volts ---Called Tac Opened Case 9-11734286785 Spoke With Josh ---After Following Diagnostics For B19F2 Sym00 Itsaid Follow Other Dtcs First ----He Corrected Issue By Saying To Diagnose B19F2 First ---Diagnosis Lead To Replacement Ofheatedsteering Wheel ---Order Part ---Re Assemble All Loose Panels ----Install Steering Wheel And Clear Dtcs Test All Acc All Ok,Rear Wiper Not Working Cust Thawed Out Veh And Jiggled The Control Arm A Couple Times Then It Worked After Trying Several Timescustthinks Signal Is Not Getting Fromn Front To Back Wiring Cust Has A Video Of The Process He Performed Diagnose Report,2024-01-29,Wheel Asm-Strg *Black,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ylf,Arl,Us,Monarch Auto Co.,Thornhill,14-96304/121504,Blueline Auto Traders,Pembroke,On,1,K8A7M3,2,3801,0,0-0621,T06.2375,Ca,14,Fe9,Ftb,130,Freg,1181.54,1335.14,61.95,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2212981Mfyx2807,287827.0,S2212092Ckjx0788,2822088824,8,1,N,6F10906,1500,18.0,0,1,1,1,0,0,0,1,0
3Hrffhel3Sh345370,13036,Replaced Steering Wheel Assembly Under Warranty Due To Manfacturer Defect. Complete.,"Cust States The Steering Wheel Stitching Is Coming Apart, Please Check And Advise.",2024-01-29,Wheel Asm-Strg *Very Dark At,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Sil,Mx,Redrock Motors,Conway,11-40749/188183,Swiftedge Car Sales,Conway,Ar,1,720324732,4,4004,0,0-0312,T06.2375,Us,48,Fe9,Ftb,130,Freg,474.01,474.01,72.84,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",830107152,N2212841Mfyx0042,287827.0,S1212792Ckjx0848,2820212298,4,1,N,Tf10543,1500,18.0,0,1,0,0,0,0,0,0,1
3Hrf9Eer4Mh149522,13035,Verified Concern Replaced Steering Wheel Spoke Cover,Guest States Steering Wheel Inserts Right And Left Are Peeling (Sop He Re),2024-01-30,Applique Asm-Strg Whl Tr Spoke Cvr *Vulcan,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Sil,Mx,Diamond Peak Autos,Pembroke Pines,13-26215/165673,Royalauto Traders,Sunrise,Fl,1,333233202,39,61234,0,0-0890,T03.0351,Us,48,Fe9,Ftb,50,Freg_Pol,389.71,389.71,135.54,Lm2,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V",Mqb,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",70628511,V2202999Gugx0422,287827.0,S1201012Bnjx2209,2820289728,4,1,N,Tf10543,1500,10.0,0,1,0,0,1,0,0,0,1
1Hrs8Ded5Mz161956,13042,Replaced Steering Wheel Horn Switch Wiring Harness And Clock Spring And Steering Wheel Airbag Coil Verified Thatsteeringwheelvolumeand Radio Controls Were Working And They Are Now Working As Designed Customers Concern Was Addressed Labor Code0020St,Electrical System C S Customer States Cruze Con Trol Does Not Work Properly You Can T See How Muc H Speed You Areaddingordecreasingas Well Veh Icle Does Not Adjust Speed While Having A Vehicle In Front,2024-01-30,Harness Asm-Strg Whl Horn Sw Wrg,Steering Wheel Horn Switch Wiring Harness Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Ftw,Us,Speedstar Motors,Boerne,11-56790/117717,Crestridge Motors,Laredo,Tx,1,780410006,33,38285,0,0-0310,T05.3386,Us,48,Fe9,Ftb,20,Freg,674.27,674.27,500.07,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mqe,"Byt 8 Spd, 8L90, Atss, Cpa, Gen 1",249196973,K2201282Cu7X1170,8042172.0,B2201042Xmlx9188,2820479011,10,1,N,Tc10543,1500,10.0,1,1,0,1,0,1,1,0,0
1Hnskdkd4Nr281286,13035,Replaced Loose Applique,8 Info: Information Customer States Vehicle Steering Wheel Is Making A Clicking Noise And Rattling While Driving.,2024-01-31,Applique Asm-Strg Whl Tr Spoke Cvr *Synthesis,Steering Wheel Spoke Cover Replacement,Full-Size Utility,4 Door Utility,T1Ycf,Arl,Us,Crestwood Car Sales,Florence,13-24061/312143,Horizonwheel Auto,Metairie,La,1,700036852,21,55915,0,0-0313,T05.3386,Us,13,Fe9,Ftb,50,Freg,121.14,121.14,96.36,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",812040194,A2220992Jw9X2090,287827.0,S1220922Ckjx0199,2820191899,2,1,N,Cf10906,1500,10.0,0,1,0,0,0,0,0,1,0
3Hrffcer2Nh609121,13043,Removed Old Steering Wheel And Installed New One. Tried New Steering Wheel And New One Heats Properly. All Okay Now...,Customer States Heated Steering Wheel Only Gets Lukewarm Not Hot.,2024-01-31,Wheel Asm-Strg *Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Sil,Mx,Luxuryauto Traders,Sudbury,14-95472/121394,Bluestream Motors,Sudbury,On,1,P3A5K3,15,42217,0,0-0310,T03.0353,Ca,14,Fe9,Ftb,130,Freg,474.12,535.75,90.83,Lm2,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V",Mqc,"Byt 10 Spd, 10L80, Atss, Etrs, Cpa, Gen 2",70628511,V2222282Cvcx0127,287827.0,S2222991Cnjx0889,2820492289,4,1,N,Tf10743,1500,16.0,0,1,1,0,0,0,0,0,0
1H6Dc5Rk2L0132064,13036,Corr- (0130) Replace Steering Wheel,Sop Is In Per Customer The Leather Wrap On The Back Of Steering Wheel Is Loose Sop Is In Approved By Pra,2024-01-31,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Luxury Car-2,4 Door Sedan,A2Sl,Lgr,Us,Greenfield Auto Sales,Chandler,12-36154/279625,Libertypeak Auto Sales,Glendale,Az,1,853080000,46,13580,0,0-0310,Lgmxv02.0041,Us,12,Fe9,Ftb,130,Freg,394.83,394.83,108.0,Lsy,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3",M5N,"Byt 8 Spd, 8L45, Bas+",830107152,N2200440Clwx0224,8042172.0,C2200240Nelx0047,2820144122,4,1,N,6Dd69,Sport,32.0,0,1,0,0,0,0,0,1,1
5Haerdkw8Sj224112,13039,Replaced Steering Wheel,Customer States Steering Wheel Cover Coming Off On Bottom Side Of Steering Wheel,2024-01-31,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Yb,Del,Us,Westend Car Dealers,Lufkin,11-45441/256599,Platinum Road Traders,Lufkin,Tx,1,759015601,3,4728,0,0-0890,T03.6151,Us,11,Fe9,Ftb,130,Freg,608.01,608.01,58.43,Lfy,"Gas, 6 Cyl, V6, 3.6L, Sidi, Dohc, Atss, Gen 1+",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",K,210900289,8042172.0,22221892Qkby1909,2820982891,4,1,Y,4Nd56,Avenir,10.0,0,1,0,0,0,0,0,0,1
1Hks2Ckl2Nr279082,13036,Checked And Found Code -B1A4C-92-Heated Steering Wheel - Performance. Checked And Found Power Ground And Signal Going To Heatedsteering Whe El. Removed And Replaced Steering Wheel Cleared Codes And Rechecked.,Customer States That The Heated Steering Wheel Intermittently Does Not Work / States That The Light Does Not Illuminate At All Andthe Steer Ing Wheel Does Not Heat---Please Advise (Customer Showed Advisor A Vid Eo Of It Happening),2024-01-31,"Wheel Asm,Strg",Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ugf,Arl,Us,Metrostar Motors,Scottsdale,13-39017/162639,Cityedge Auto Sales,Scottsdale,Az,1,852601901,21,55638,0,0-0310,T06.2375,Us,48,Yf5,Fuc,130,Freg,365.36,365.36,129.06,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2220892Jw4X1979,287827.0,S2220782Ckjx0921,2820194999,4,1,N,Tf10706,1500,10.0,0,1,1,1,0,0,1,0,0
