VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,tag_heating_issue,tag_electrical_issue,tag_cosmetic_issue,tag_safety_system_issue,tag_software_issue,tag_mechanical_issue,tag_material_failure
3Hrffcer0Nh647253,13037,Replaced Steering Wheel And Retest System Operating As Designed At This Time Preauth 494643400000,Cust States Steering Wheel Does Not Heat Up Completely Only One Small Spot Sop In,2024-01-31,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Sil,Mx,Ironclad Auto Sales,Jacksonville,11-40020/184564,Goldstar Motors,Orlando,Fl,1,328087999,17,56950,0,0-0890,T03.0353,Us,48,Fe9,Ftb,130,Freg,551.25,551.25,100.17,Lm2,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V",Mqc,"Byt 10 Spd, 10L80, Atss, Etrs, Cpa, Gen 2",70628511,V2222992Cvcx0222,287827.0,S1222081Cnjx2982,2820198294,6,1,N,Tf10543,1500,10.0,0,1,1,0,0,0,0,0,0
3Hcfdhel2Sh305075,13038,方向盘底部的皮革脱落了。拆下方向盘并更换新的。Cc：0890 Fc：2039Pra#490428700000 人工 Op：0130 0.50 人工,Leather On Steering Wheel Coming Loose On Bottom.,2024-01-31,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Sil,Mx,Allstar Car Traders,Joplin,13-37632/308259,Summitdrive Car Sales,Joplin,Mo,1,648044415,7,2428,0,0-0890,T06.2375,Us,13,Fe9,Ftb,130,Freg,475.85,475.85,64.71,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",830107152,N2212221Mfyx0227,287827.0,S2212292Ckjx0982,2820191222,4,1,N,Cf10543,1500,18.0,0,1,0,0,0,0,0,1,1
1H1Fy6S0Xn4126832,13060,Replaced Steering Wheel,Customer States The Heated Steering Wheel Does Not Work,2024-02-01,Module Asm-Strg Whl Ht Cont,Heated Steering Wheel Module Replacement,Global Gamma,4 Door Sedan,C121,Ori,Us,Silverline Motors,Medford,13-19071/114392,Redstone Auto Co.,Salem,Or,1,973010000,18,25178,0,0-0310,V00.0002,Us,13,Yf5,Unknown,2400,Freg,126.63,126.63,42.62,En0,None,Mmf,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",Unknown,Unknown,8042172.0,Unknown,2822121929,4,1,N,1Ff48,Lt,10.0,0,1,1,0,0,0,0,0,0
1Hcfdeel5Sz298766,13040,"Performed Circuit/ System Verification And Testing Per Doc Id-5316968. Lead To Replace Steering Wheel Heater, Service Assteeringwheel Assembly. Remove And Replace Steering Wheel Assembly, Cleared Dtcs And Verified Operation Of The Steering Wheelheater.0130 .5","Customer States Heated Steering Wheel Wont Heat Up, Light Wont Turn On",2024-02-01,Wheel Asm-Strg *Very Dark At,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Ftw,Us,Goldrush Car Sales,Sandusky,13-28178/113620,Eaglepeak Motors,Sandusky,Oh,1,448705358,3,8991,0,0-0310,T06.2375,Us,13,Ne1,Fuc,130,Freg,484.24,622.24,88.8,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",2127157,T1212811Mfyx0082,17749294.0,R2212842Ckjx0091,2820890742,6,1,N,Cf10543,1500,16.0,0,1,1,1,0,0,0,0,0
3Hcfdhelxsh293533,13037,Removed Steering Wheel Following Service Information Procedure And Replaced Steering Wheel With New Assembly And Confirmed Allfunctions Work As Designed Labor Code 0130 Labor Time .5 No Diag Time,C/S: Steering Wheel Bubbling Please Refrence Ro 400375 For Pra Auth 494226600000,2024-02-01,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Sil,Mx,Summit Peak Motors,Norfolk,13-14117/113725,Westwood Auto Sales,Norfolk,Va,1,235022856,5,15886,0,0-0890,T06.2375,Us,13,Fe9,Ftb,130,Freg,490.17,490.17,79.12,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",830107152,N2212221Mfyx0420,287827.0,S1212082Ckjx0018,2820199228,4,1,N,Cf10543,1500,35.0,0,1,0,0,0,0,1,0,0
5Haerakw0Mj183761,13039,"Accessed, Removed And Replaced The Steering Wheel. The System Is Now Operating As Designed. Labor Op0130 Time Units (Tu) .7.","Customer States Right Side Of Steering Is Peeling, Auth # 494344600000",2024-02-02,Wheel Asm-Strg *Black,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Yb,Del,Us,Evergreen Auto Group,Sherman Oaks,11-46213/119157,Titanedge Motors,Sherman Oaks,Ca,1,914232681,34,59272,0,0-0310,T03.6151,Us,11,Yf5,Fuc,130,Freg_Pol,402.06,440.06,91.88,Lfy,"Gas, 6 Cyl, V6, 3.6L, Sidi, Dohc, Atss, Gen 1+",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",K,220890799,8042172.0,22220809Fkby1982,2820879994,10,1,N,4Nf56,Preferred,10.0,0,1,0,0,1,0,0,0,0
2Hc4Yfe74R1152517,13038,Replaced Steering Wheel.,Customer States Steering Wheel Bottom Is Loose,2024-02-02,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cch,Os2,Ca,Victory Car Dealers,Grand Rapids,13-14819/243038,Crystalwheels Auto,Grand Rapids,Mn,1,557444215,2,6428,0,0-0890,D06.6230,Us,13,Fe9,Ftb,130,Freg,319.43,319.43,55.46,L8T,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",Mkm,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",2127157,T1212894Mgux2872,8042172.0,Y0212941Msfx0844,2820499119,4,1,N,Cf30743,3500,18.0,0,1,0,0,0,0,0,1,0
3Hcsy9El8Nh181074,13044,Remove And Replace Steering Wheel,Customer States Steering Wheel De-Laminating,2024-02-02,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Sil,Mx,Royal Wheels Auto Sales,Somerton Park,Au-61501/316061,Victorydrive Motors,Somerton Park,Sa,4,5044,17,48548,0,0-0315,T06.2375,Au,72,Fe9,Ftb,130,Freg,458.56,458.56,68.66,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mqb,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",830107152,N2221892Jw4X0124,287827.0,S2221442Xkjx0910,2822088042,2,1,N,Cf18543,1500,10.0,1,4,0,0,0,0,0,0,0
1H1Fz6S06N4112021,13044,Replaced Steering Wheel And Torqued All Bolts To Spec. Checked Opeation And Heated Wheel Now Is Operation.,"Customer States Heated Steering Wheel Is Not Working, Inspect And Advise.",2024-02-02,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Global Gamma,4 Door Sedan,C121,Ori,Us,Prestige Drive Motors,Post Falls,13-36275/114456,Silvershore Car Traders,Post Falls,Id,1,838545365,15,27882,0,0-0310,V00.0002,Us,13,Ne1,Unknown,130,Freg,512.28,512.28,100.1,En0,None,Mmf,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",Unknown,Unknown,8042172.0,Unknown,2822087199,4,1,Y,1Fg48,Premier,10.0,0,1,1,0,0,0,0,0,0
1Hnskrkl5Sr469158,13038,R&R Steering Wheel.,Install Sop. Customer States The Stitching On The Steering Wheel Is Coming Loose. Pra Accepted Pre-Authorization Number 493070000000,2024-02-02,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ucf,Arl,Us,Apex Auto Traders,Bolingbrook,13-11298/227245,Diamondedge Auto,Bolingbrook,Il,1,604403522,5,491,0,0-0890,T06.2375,Us,13,Fe9,Ftb,130,Freg,388.02,388.02,96.93,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2212981Mfyx2092,17749294.0,R2212882Ckjx0981,2820480799,6,1,Y,Cf10706,1500,10.0,0,1,0,0,0,0,0,1,1
1Hks2Jkl0Sr471303,13038,Test Drove And Duplicated Customers Concern. Found Super Cruise Inop. Found Dtc B19F2 00 Heated Steering Wheel Module Code In Imageprocessing Module. Found Doc Id 6270800 Found Code Was Current And Would Not Clear. Found New Wheel Will Be Needed. Reached Out Totac And Found Issue To Be Steering Wheel/Module. Part On Order. Pra 495999100000 2/2/2024 Replaced Steering Wheel/Module Andcleared Codes. Performed Test Drive On I-95 And Found Super Cruise To Be Fully Functional After Repairs.,Customer States Super Cruise Inoperative.,2024-02-02,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ygf,Arl,Us,Coastal Auto Sales,Danvers,48-06248/316810,Luxewheel Motors,Danvers,Ma,1,19233197,3,3246,0,0-0310,T06.2375,Us,48,Ne1,Fuc,130,Freg,1268.82,1268.82,69.8,L87,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",830107152,N2212081Mfyx0422,287827.0,S2212092Ckjx1212,2820809208,4,1,N,Tf10906,1500,16.0,0,1,1,1,0,1,1,0,0
1Hyksmrk4Sz003287,13039,Replace Steering Wheel Claim Type B 0130 0.5 Pre-Repair Authorizati On Id-497269600000,"Customer Statesburr On Right Side Of Steering Wheel, Stich Coming Off.",2024-02-02,Wheel Asm-Strg *Backen Blackk,Steering Wheel Replacement,Bev,4 Door Utility,L233-Lsop,Sht,Us,Stardrive Motors,Carlsbad,11-46346/118677,Coastalcar Traders,Signal Hill,Ca,1,907551909,9,9870,0,0-0890,T00.0006,Us,12,Yf5,Ff6,130,Freg,1480.02,1480.02,108.22,En0,None,Mf1,None,Unknown,Unknown,8042172.0,Unknown,2820989419,4,1,N,6Mb26,Lux-1,10.0,0,1,0,0,0,0,0,0,0
1H1Fw6S05N4120118,13052,"Scanner Test, No Trouble Code. Check Bulletin, None. Disassemble Air Bag Module. Disconnect Steering Module. Checkcurrentandground,Ok.Continue Diag.Files At The Base Of The Heater At The Steering Are User,Open Circuit. Order Steering, Part 10 Days. Filled Steering Wheel","Steering Wheel Is Not Heating Anymore. Light Comes On But No Heat. If Turned Off, And Try To Put It Back On, The Light Wo Ntcomeon,Please Check Faut Faire Une Preauthorisation Avant De Changer Piece Faut Faire Une Preauthorisation Avant De Changer Piece",2024-02-02,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Global Gamma,4 Door Sedan,C110,Ori,Us,Horizon Peak Auto Co.,Pincourt,14-86920/241623,Platinumstar Auto,Pincourt,Pq,1,J7W0K8,17,35920,0,0-0890,V00.0002,Ca,14,Fe9,Ft7,130,Freg,312.43,359.21,81.84,En0,None,Mmf,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",Unknown,Unknown,8042172.0,Unknown,2822208721,10,1,N,1Fb48,1Lt,10.0,0,1,1,1,0,0,1,0,0
3Hrffder8Nh522491,13039,0130.5 Replace Steering Wheel,Cs Blemish On Steering Wheel Sop In,2024-02-02,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgf,Sil,Mx,Velocity Wheels,Houston,11-45870/322530,Apexshore Motors,Houston,Tx,1,770653605,22,62183,0,0-0890,T03.0353,Us,48,Fe9,Ftb,130,Freg_Pol,430.11,430.11,86.07,Lm2,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V",Mqc,"Byt 10 Spd, 10L80, Atss, Etrs, Cpa, Gen 2",70628511,V2220842Cvcx0228,287827.0,S2220701Cnjx0928,2820990411,6,1,Y,Tf10543,1500,10.0,0,1,0,0,1,0,0,0,0
1Hr49Re78Sf167912,13041,Remove And Replace Steering Wheel,Customer States Steering Wheel Leather Trim Is Coming Un-Stitched At The 6 O'Clock Position. . .Claim Approved By Gm(487258100000),2024-02-03,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cgh,Flt,Us,Westbay Motors,Mansfield,48-06190/316635,Silverroad Motors,Mansfield,Ma,1,20481902,9,30941,0,0-0890,D06.6398,Us,48,Unknown,Unknown,130,Freg,507.32,507.32,59.34,L8T,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",Myd,"Byt 6 Spd, Hmd, 6L90",2127157,T1222901L71X0198,8042172.0,920D8Aye80290400,2820728274,6,1,Y,Tf20743,2500,18.0,0,1,0,0,0,0,0,0,1
1Hnskrkd6Rr110090,13042,Steering Wheel Replacement,Customers States The Stitching Is Coming Undo Ne On The Steering,2024-02-05,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ucf,Arl,Us,Bluehorizon Autos,Midlothian,13-14002/227353,Crestview Auto Sales,Midlothian,Va,1,231120000,2,5666,0,0-0312,T05.3386,Us,13,Fe9,Ftb,130,Freg,435.26,435.26,61.08,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2211211Mf1X2480,287827.0,S2211222Ckjx2809,2820889729,8,1,Y,Cf10706,1500,10.0,0,1,0,0,0,0,0,0,1
3Hcfdded5Nh572905,13065,"Autorización Aceptada, Volante Reemplazado Para Corregir La Preocupación",Cs Steering Wheel Leather Is Coming Undone At Lower Section,2024-02-05,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Sil,Mx,Uptown Auto Sales,West Valley City,13-11028/112853,Summitedge Motors,Auburn,In,1,467062010,21,33819,0,0-0890,T05.3386,Us,13,Fe9,Ftb,130,Freg,205.96,238.04,63.71,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mht,"Byt 10 Spd, 10R80, Grx, Gen 1, Atss, Var 1",812040194,A2222292Jw9X2280,287827.0,S1222212Bkjx2289,2822178289,14,1,Y,Cf10543,1500,10.0,0,1,0,0,0,0,0,0,1
1Hr49Xey6Rf285876,13052,Replaced Steering Column Harness With Additional Air Bag,General Concern [[Covered By W] Service Safety Restraints Light],2024-02-05,Harness Asm-Strg Whl Horn Sw Wrg,Steering Wheel Horn Switch Wiring Harness Replacement,Full-Size Trucks,Crew Cab,T1Cgh,Flt,Us,Golden Wheel Motors,San Antonio,11-45651/118664,Horizonstar Auto,San Antonio,Tx,1,782321415,3,9088,0,0-0621,D06.6385,Us,48,Fe9,Ftb,20,Freg,1166.27,1166.27,190.58,L5P,"Diesel, 8 Cyl, 6.6L, Di, V8, Turbo, Duramax, Gen 5 Var. 1",Mgm,"Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",79253428,R2211274Jfhx0197,8042172.0,Y0211271Mkfx0248,2822044999,6,1,Y,Tf20743,2500,10.0,1,1,0,0,0,1,0,0,1
3Hnkbcr47Ns151581,13039,Replaced Steering Wheel,Steering Wheel Bezel Bubbling Sop In,2024-02-05,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Uc,Ram,Mx,Ridgeview Car Sales,Cape Coral,13-26013/169633,Legacyroad Motors,Cape Coral,Fl,1,339912046,23,58324,0,0-0310,T02.0500,Us,13,Fe9,Ftb,130,Freg_Pol,284.89,284.89,57.2,Lsy,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3",M3T,"Eu:N:X:Z|Transmission Byt 9 Spd, 9T60, Gen 1",830107152,N2220202Juhx0917,822972980.0,22220280Whbp0898,2820871997,4,1,Y,1Nf26,2Lt,10.0,0,1,0,0,0,0,0,0,0
3Hcfdeed0Sh124676,13045,Inspect And Found Code B1A4C- Following Service Procedures-Found Steering Wheel Heater Shorted-Replace Steering Wheel Assembly,Heated Steering Wheel When Engaged Will Turn On And Go Back Off,2024-02-05,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Ccf,Sil,Mx,Cloudline Auto Group,Eldersburg,13-29080/314336,Cityline Auto Sales,Eldersburg,Md,1,217846407,2,11537,0,0-0310,T05.3386,Us,13,Unknown,Fuc,130,Freg,438.78,482.78,119.23,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mht,"Byt 10 Spd, 10R80, Grx, Gen 1, Atss, Var 1",812040194,A2222981Mf1X0099,287827.0,S2222972Bkjx2888,2820989429,10,1,Y,Cf10743,1500,10.0,0,1,1,1,0,0,1,0,0
1Hnskckdxnr189867,13039,Removed And Replaced Steering Wheel,Customer States New Heated Steering Wheel Installed As Retrofit On R.O. 22330 In Coming Apart Towards Bottom Of Steering Wheel,2024-02-05,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1Ycf,Arl,Us,Primewheel Motors,Freehold,13-02162/307311,Goldpeak Car Traders,Freehold,Nj,1,77288534,25,37708,0,0-0312,T05.3386,Us,13,Ne1,Fuc,130,Freg,256.11,256.11,66.33,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",812040194,A2220012Jw9X0711,17749294.0,R2221472Ckjx0891,2820888229,4,1,N,Cf10906,1500,10.0,0,1,1,0,0,0,0,0,1
1Hkknlls4Sz248206,13045,"Inspected Steering Wheel And Found Leather Under Stitching At Left Han D Thumb Grip To Have Started To Lift. Pictures Ofwheeltaken, Replace Ordered Steering Wheel Pra 496611700000",Re&Re Steering Wheel. Part Is Here,2024-02-05,Wheel Asm-Strg *Black,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Ug,Sht,Us,Evergreen Car Traders,Brantford,14-85634/120802,Royaldrive Motors,Brantford,On,1,N3R8B8,5,11781,0,0-0310,T03.6151,Ca,14,Fe9,Ftb,130,Freg,355.82,402.08,31.93,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",37749264,W2221892Jdpx0288,822972980.0,21212072Skbp0140,2820987849,6,1,N,Tnc26,At4,10.0,0,1,0,0,0,0,0,0,1
3Hrs9Eed0Lh255650,13041,Replaced Applique,Customer States The Finish On The Steering Wheel Is Coming Off And It Gets Really Sticky When It Gets Hot Out,2024-02-07,Applique Asm-Strg Whl Tr Spoke Cvr *Synthesis,Steering Wheel Spoke Cover Replacement,Full-Size Utility,4 Door Utility,T1Ycf,Arl,Us,Ironwood Auto Sales,Muncy,13-15009/113926,Swiftstone Auto Sales,Muncy,Pa,1,177568160,13,17008,0,0-0890,T05.3386,Us,13,Ne1,Fuc,50,Freg,120.37,120.37,88.31,L84,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5",Mhs,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",249196973,K2220982Jw9X1980,287827.0,S2222082Ckjx2928,2820789029,4,1,N,Cf10906,1500,10.0,0,1,1,0,1,0,0,0,0
1Hyknhrs6Mz221833,13041,Replaced Steering Wheel Completedlop 0130 Time .4,Customer States That The Steering Is Very Tight And You Can Hear It Rubbing In The Steering Column When You Turn Pra 497110800000,2024-02-07,Wheel Asm-Strg *Black,Steering Wheel Replacement,Global Crossover Vehicles,4 Door Utility,C1Ul,Sht,Us,Metroedge Motors,Newport News,11-37732/117067,Primewheel Auto,Newport News,Va,1,236024313,32,35451,0,0-0310,T03.6151,Us,12,Fe9,Ftb,130,Freg,718.53,1026.53,59.88,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",37749264,W2222192Jdrx0209,822972980.0,22222280Kkbp0890,2820784987,4,1,Y,6Nj26,Sport,15.0,1,1,0,0,0,0,0,1,0
1Hykssrl4Sz003381,13048,Replace Steering Wheel,Cs Driver Assistance Warning Light Is Coming On While Driving,2024-02-07,Wheel Asm-Strg *Backen Blackk,Steering Wheel Replacement,Bev,4 Door Utility,L233-Lsop,Sht,Us,Brightstar Auto Co.,Ridgeland,12-25232/312069,Bluestream Car Traders,Ridgeland,Ms,1,391574406,8,13393,0,0-0310,T00.0008,Us,12,Fe9,Ff6,130,Freg,1474.06,1474.06,118.9,En0,None,Mf1,None,Unknown,Unknown,8042172.0,Unknown,2822282187,6,1,N,6Mb26,Unknown,10.0,0,1,0,0,0,1,0,0,0
1Hkknxls3Sz128369,13044,Replace Steering Wheel Pra 496735300000,Customer Statescustomer States Vehicle Steering Wheel Coming Apart In Op Check And Advise Sop Steering Wheel In Check And Advise,2024-02-07,Wheel Asm-Strg *Black,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Ug,Sht,Us,Liberty Ridge Motors,Sherman Oaks,11-46346/118677,Crestline Drive Auto,Signal Hill,Ca,1,907551909,12,25341,0,0-0890,T03.6151,Us,48,Unknown,Fuc,130,Freg,481.95,481.95,86.57,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",37749264,W2222442Jdrx0092,822972980.0,21222222Skbp0119,2822042248,4,1,N,Tnn26,Denali,10.0,0,1,0,0,0,0,0,0,1
1Hc4Wle78Rf260518,13045,Removed Steering Wheel And Disassembled And Found Screw Floating Around Behind Cover Removed And Reassembled And Noise Is No Longerpresent,Customer States There Is Clicking Type Noise Coming From Steering Wheel When Turning.E,2024-02-07,Unknown,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1Cch,Flt,Us,Silvergate Auto Sales,Saint Louis,13-26480/114695,Westpoint Motors,Sarasota,Fl,1,342396999,4,13,0,0-0313,D06.6230,Us,13,Fe9,Ftb,130,Freg,101.85,101.85,101.85,L8T,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",Mkm,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",2127157,T1212794Mgux0097,8042172.0,Y0212811Mrfx0180,2820879999,6,1,N,Cc20943,2500,14.0,0,1,0,0,0,0,0,1,1
1Hkknxls8Mz121378,13041,R&R Steering Wheel For Bad Stitching. -Returned Old Wheel To Parts Department For Warranty.,11Buz Minor Electrical Cust States Stitching Coming Apart From Steering Wheel Replace Steering Wheel (Sop Here) 7440130 .4 Pre Auth# 493358100000,2024-02-07,Wheel Asm-Strg *Dark Galvanie,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Ug,Sht,Us,Radiant Road Motors,New Britain,48-06594/117920,Urbancrest Auto Sales,New Britain,Ct,1,60513102,38,48660,0,0-0890,T03.6151,Us,48,Ne1,Fuc,130,Freg_Pol,524.56,524.56,54.27,Lgx,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Transmission Byt 9 Spd, 9T65, Etrs Gen 1",37749264,W2202782Jdpx0002,822972980.0,22202890Kkbp2894,2820727781,4,1,Y,Tnn26,Denali,10.0,0,1,0,1,0,0,0,0,1
